path,ext,loc,commits,churn,decisions,issues,issue_detail,owner,owner_pct,authors,origin,risk
backend/services/approval-service/src/main/resources/db/migration/V2__approval_requests.sql,sql,115,1,114,22,0,,Ravi-Shankar-ACS,100,1,authored,2.7
backend/services/inventory-service/src/main/java/com/fawnix/inventory/transactions/service/StockTransactionService.java,java,212,3,255,8,0,,Chaitanya2872,100,1,authored,2.7
backend/services/inventory-service/src/main/resources/db/migration/V4__seed_inventory_catalog.sql,sql,235,1,234,6,0,,Chaitanya2872,100,1,authored,2.7
backend/services/project-service/src/main/java/com/fawnix/project/meetings/service/ProjectMeetingService.java,java,202,1,201,10,0,,Vaishnavi Nerella,100,1,authored,2.7
backend/services/sales-service/src/main/java/com/fawnix/sales/returns/service/SalesReturnService.java,java,193,1,192,11,0,,Chaitanya2872,100,1,authored,2.7
src/components/ui/form.tsx,tsx,179,1,178,5,1,use_client=1,Chaitanya2872,100,1,generated:shadcn,2.7
src/modules/users/permissions.ts,ts,133,12,472,13,0,,Chaitanya2872,67,2,authored,2.7
backend/services/crm-service/src/main/java/com/fawnix/crm/leads/entity/LeadScheduleEntity.java,java,265,2,264,0,0,,Chaitanya2872,100,1,authored,2.6
backend/services/crm-service/src/main/java/com/fawnix/crm/leads/specification/LeadSpecifications.java,java,127,2,130,18,0,,Chaitanya2872,100,1,authored,2.6
backend/services/identity-service/src/main/resources/db/migration/V12__dynamic_access_control.sql,sql,213,1,212,7,0,,Chaitanya2872,100,1,authored,2.6
backend/services/org-service/src/main/java/com/hirepath/org/config/SeedDataConfig.java,java,193,1,192,10,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,2.6
backend/services/procurement-service/src/main/java/com/fawnix/procurement/domain/Vendor.java,java,255,2,350,0,0,,Chaitanya2872,100,1,authored,2.6
backend/services/procurement-service/src/main/java/com/fawnix/procurement/service/PurchaseOrderService.java,java,196,4,229,9,0,,Chaitanya2872,81,2,authored,2.6
backend/services/project-service/src/main/java/com/fawnix/project/projects/domain/ProjectEntity.java,java,256,3,255,2,0,,Chaitanya2872,100,1,authored,2.6
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/CandidateApplication.java,java,264,2,263,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,2.6
backend/services/sales-service/src/main/java/com/fawnix/sales/orders/dto/SalesOrderDtos.java,java,268,2,269,0,0,,Chaitanya2872,100,1,authored,2.6
src/modules/inventory/api.ts,ts,171,6,218,12,0,,Chaitanya2872,63,2,authored,2.6
backend/services/approval-service/src/main/java/com/hirepath/approval/service/ApprovalMapper.java,java,177,1,176,10,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,2.5
backend/services/crm-service/src/main/java/com/fawnix/crm/common/config/DataSeeder.java,java,186,2,185,10,0,,Chaitanya2872,100,1,authored,2.5
backend/services/identity-service/src/main/java/com/fawnix/identity/auth/service/AuthService.java,java,216,6,249,5,0,,Chaitanya2872,100,1,authored,2.5
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/HiringRequest.java,java,260,2,259,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,2.5
backend/src/main/java/com/fawnix/verse/leads/entity/LeadEntity.java,java,260,1,259,0,0,,Chaitanya2872,100,1,dead:legacy-monolith,2.5
src/modules/visitor management/pages/Approvals/Approvals.tsx,tsx,160,2,499,7,0,,Vaishnavi Nerella,100,1,copied:vms,2.5
src/modules/visitor management/pages/Login/loginpage.tsx,tsx,210,2,213,6,0,,Vaishnavi Nerella,100,1,copied:vms,2.5
backend/services/identity-service/src/main/java/com/fawnix/identity/auth/service/RoleService.java,java,182,1,181,9,0,,Chaitanya2872,100,1,authored,2.4
backend/services/integration-service/src/main/java/com/hirepath/integration/service/CalendarTokenService.java,java,117,1,116,17,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,2.4
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/controller/DecisionController.java,java,155,1,154,12,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,2.4
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/Candidate.java,java,246,1,245,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,2.4
src/modules/project-management/config-page.tsx,tsx,220,1,219,4,0,,Praveen,100,1,authored,2.4
src/modules/project-management/data.ts,ts,130,3,1051,0,0,,Praveen,95,3,authored,2.4
backend/services/approval-service/src/main/java/com/hirepath/approval/controller/ApprovalRequestController.java,java,184,1,183,7,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,2.3
backend/services/approval-service/src/main/java/com/hirepath/approval/service/ApprovalModuleSyncService.java,java,43,1,42,8,2,broad_catch=1;empty_catch=1,Ravi-Shankar-ACS,100,1,copied:hirepath,2.3
backend/services/inventory-service/src/main/java/com/fawnix/inventory/products/entity/ProductEntity.java,java,238,3,237,0,0,,Chaitanya2872,100,1,authored,2.3
backend/services/notifications-service/src/main/java/com/hirepath/notifications/service/EmailNotificationSender.java,java,73,1,72,13,1,broad_catch=1,Ravi-Shankar-ACS,100,1,copied:hirepath,2.3
backend/services/procurement-service/src/main/java/com/fawnix/procurement/service/InvoiceService.java,java,141,1,140,13,0,,Chaitanya2872,100,1,authored,2.3
backend/src/main/java/com/fawnix/verse/security/jwt/JwtService.java,java,91,2,130,2,2,broad_catch=1;suppress=1,Chaitanya2872,100,1,dead:legacy-monolith,2.3
backend/src/main/resources/db/migration/V1__create_lead_management_schema.sql,sql,98,1,97,18,0,,Chaitanya2872,100,1,dead:legacy-monolith,2.3
src/modules/auth/guards.tsx,tsx,133,5,146,14,0,,Chaitanya2872,100,1,authored,2.3
src/modules/visitor management/pages/Reports/Reports.tsx,tsx,190,1,189,6,0,,Vaishnavi Nerella,100,1,copied:vms,2.3
backend/services/approval-service/src/main/java/com/hirepath/approval/domain/ApprovalRequest.java,java,231,1,230,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,2.2
backend/services/procurement-service/src/main/resources/db/migration/V10__enhance_vendor_management.sql,sql,125,1,124,13,0,,Chaitanya2872,100,1,authored,2.2
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/controller/VacancyConfigController.java,java,151,1,150,10,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,2.2
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/JobPosition.java,java,230,2,229,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,2.2
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/Offer.java,java,225,2,224,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,2.2
src/modules/project-management/pages/MilestonesPage.tsx,tsx,149,1,148,10,0,,Chaitanya2872,100,1,authored,2.2
src/modules/visitor management/components/common/Icons.tsx,tsx,224,1,223,0,0,,Vaishnavi Nerella,100,1,copied:vms,2.2
backend/services/integration-service/src/main/java/com/hirepath/integration/controller/PortalCredentialController.java,java,72,1,71,11,1,broad_catch=1,Ravi-Shankar-ACS,100,1,copied:hirepath,2.1
backend/services/inventory-service/src/main/java/com/fawnix/inventory/warehouses/entity/WarehouseEntity.java,java,213,1,212,0,0,,Vaishnavi Nerella,100,1,authored,2.1
backend/services/notifications-service/src/main/java/com/hirepath/notifications/config/RedisStreamConfig.java,java,73,1,72,2,2,broad_catch=2,Ravi-Shankar-ACS,100,1,copied:hirepath,2.1
scripts/import_inventory_products.py,py,87,1,86,17,0,,Chaitanya2872,100,1,authored,2.1
src/modules/recruitment/HiringRequestDetailPage.tsx,tsx,112,2,237,12,0,,Ravi-Shankar-ACS,100,1,authored,2.1
src/modules/visitor management/pages/Settings/Settings.tsx,tsx,187,2,326,1,0,,Vaishnavi Nerella,100,1,copied:vms,2.1
backend/platform/api-gateway/src/main/java/com/fawnix/gateway/security/GatewayJwtService.java,java,81,2,102,7,1,broad_catch=1,Chaitanya2872,100,1,authored,2.0
backend/services/crm-service/src/main/java/com/fawnix/crm/contacts/service/ContactService.java,java,136,1,135,9,0,,Chaitanya2872,100,1,authored,2.0
backend/services/crm-service/src/main/java/com/fawnix/crm/leads/controller/LeadController.java,java,201,7,214,0,0,,Chaitanya2872,100,1,authored,2.0
backend/services/identity-service/src/main/java/com/fawnix/identity/auth/service/FawnixOtpClient.java,java,109,3,172,11,0,,Chaitanya2872,100,1,authored,2.0
backend/services/integration-service/src/main/java/com/hirepath/integration/controller/InternalPostingController.java,java,70,1,69,9,1,broad_catch=1,Ravi-Shankar-ACS,100,1,copied:hirepath,2.0
backend/services/org-service/src/main/resources/db/migration/V1__create_org_schema.sql,sql,105,1,104,13,0,,Ravi-Shankar-ACS,100,1,authored,2.0
backend/services/procurement-service/src/main/java/com/fawnix/procurement/common/exception/GlobalExceptionHandler.java,java,128,2,151,10,0,,Chaitanya2872,100,1,authored,2.0
src/modules/forms/FormAnalyticsPage.tsx,tsx,78,2,93,8,1,any=1,Ravi-Shankar-ACS,100,1,authored,2.0
src/modules/inventory/types.ts,ts,203,6,244,0,0,,Chaitanya2872,82,2,authored,2.0
src/modules/project-management/pages/TasksPage.tsx,tsx,148,1,147,8,0,,Chaitanya2872,100,1,authored,2.0
src/modules/visitor management/pages/VisitorRequests/VisitorRequests.tsx,tsx,121,2,516,5,0,,Vaishnavi Nerella,100,1,copied:vms,2.0
backend/services/crm-service/src/main/java/com/fawnix/crm/integrations/whatsapp/LeadWhatsappQuestionnaireEntity.java,java,194,1,193,0,0,,Chaitanya2872,100,1,authored,1.9
backend/services/crm-service/src/main/java/com/fawnix/crm/leads/mapper/LeadMapper.java,java,181,6,184,2,0,,Chaitanya2872,100,1,authored,1.9
backend/services/forms-service/src/main/java/com/hirepath/forms/domain/ApplicationForm.java,java,197,1,196,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.9
backend/services/identity-service/src/main/java/com/fawnix/identity/common/exception/GlobalExceptionHandler.java,java,122,1,121,9,0,,Chaitanya2872,100,1,authored,1.9
backend/services/identity-service/src/main/java/com/fawnix/identity/security/filter/JwtAuthenticationFilter.java,java,81,2,82,6,1,broad_catch=1,Chaitanya2872,100,1,authored,1.9
backend/services/integration-service/src/main/java/com/hirepath/integration/service/CalendarHttpClient.java,java,124,1,123,9,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.9
backend/services/sales-service/src/main/java/com/fawnix/sales/payments/service/SalesPaymentService.java,java,145,1,144,7,0,,Chaitanya2872,100,1,authored,1.9
src/modules/forms/FormCollectionsPage.tsx,tsx,148,2,149,6,0,,Ravi-Shankar-ACS,100,1,authored,1.9
src/modules/org/organization/OrganizationStructurePage.tsx,tsx,200,1,199,0,0,,Ravi-Shankar-ACS,100,1,authored,1.9
src/modules/sales/api.ts,ts,82,3,81,15,0,,Chaitanya2872,100,1,authored,1.9
src/modules/visitor management/components/vms/VisitorActionDialog.tsx,tsx,100,1,99,12,0,,Vaishnavi Nerella,100,1,copied:vms,1.9
backend/services/approval-service/src/main/java/com/hirepath/approval/dto/ApprovalFlowResponse.java,java,187,2,190,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.8
backend/services/crm-service/src/main/resources/db/migration/V1__create_crm_schema.sql,sql,74,1,73,14,0,,Chaitanya2872,100,1,authored,1.8
backend/services/forms-service/src/main/java/com/hirepath/forms/domain/ApplicationFormSubmission.java,java,182,1,181,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.8
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/Interview.java,java,185,1,184,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.8
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/JobPosting.java,java,187,1,186,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.8
backend/services/task-service/src/main/java/com/hirepath/task/tasks/service/TaskSpaceNotificationService.java,java,53,1,52,1,2,broad_catch=1;empty_catch=1,Chaitanya2872,100,1,copied:hirepath,1.8
src/modules/crm/leads/components/AssigneeSearchSelect.tsx,tsx,140,1,139,6,0,,Chaitanya2872,100,1,authored,1.8
src/modules/crm/leads/components/RowActions.tsx,tsx,136,3,167,6,0,,Chaitanya2872,100,1,authored,1.8
src/modules/integrations/api.ts,ts,128,4,133,7,0,,Chaitanya2872,100,1,authored,1.8
backend/services/approval-service/src/main/java/com/hirepath/approval/domain/ApprovalRequestStage.java,java,176,1,175,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.7
backend/services/crm-service/src/main/java/com/fawnix/crm/common/exception/GlobalExceptionHandler.java,java,118,1,117,8,0,,Chaitanya2872,100,1,authored,1.7
backend/services/crm-service/src/main/java/com/fawnix/crm/integrations/whatsapp/WhatsappIntegrationSettingsService.java,java,138,2,137,5,0,,Chaitanya2872,100,1,authored,1.7
backend/services/crm-service/src/main/resources/db/migration/V12__add_lead_profile_fields.sql,sql,22,1,21,20,0,,Chaitanya2872,100,1,authored,1.7
backend/services/forms-service/src/main/java/com/hirepath/forms/domain/ApplicationFormLink.java,java,179,2,178,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.7
backend/services/forms-service/src/main/resources/db/migration/V2__forms_submissions_and_versions.sql,sql,54,1,53,16,0,,Ravi-Shankar-ACS,100,1,authored,1.7
backend/services/identity-service/src/main/java/com/fawnix/identity/users/entity/UserEntity.java,java,179,4,182,0,0,,Chaitanya2872,100,1,authored,1.7
backend/services/inventory-service/src/main/java/com/fawnix/inventory/common/exception/GlobalExceptionHandler.java,java,114,1,113,8,0,,Chaitanya2872,100,1,authored,1.7
backend/services/notifications-service/src/main/java/com/hirepath/notifications/domain/Notification.java,java,175,1,174,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.7
backend/services/procurement-service/src/main/java/com/fawnix/procurement/service/PaymentService.java,java,123,1,122,7,0,,Chaitanya2872,100,1,authored,1.7
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/controller/RecruitmentAnalyticsController.java,java,118,1,117,7,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.7
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/CandidateIntake.java,java,176,1,175,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.7
backend/services/sales-service/src/main/java/com/fawnix/sales/common/exception/GlobalExceptionHandler.java,java,114,1,113,8,0,,Chaitanya2872,100,1,authored,1.7
backend/services/task-service/src/main/resources/db/migration/V3__add_task_spaces.sql,sql,70,2,95,14,0,,Chaitanya2872,100,1,authored,1.7
src/app/ErrorBoundary.tsx,tsx,85,2,84,3,1,console=1,Ravi-Shankar-ACS,51,2,authored,1.7
src/components/layout/AppLayout.tsx,tsx,152,2,157,3,0,,Vaishnavi Nerella,82,2,authored,1.7
src/modules/project-management/pages/KanbanPage.tsx,tsx,125,1,124,6,0,,Chaitanya2872,100,1,authored,1.7
src/modules/users/types.ts,ts,143,9,236,2,0,,Chaitanya2872,100,1,authored,1.7
src/modules/visitor management/components/vms/BadgePreview.tsx,tsx,116,1,115,8,0,,Vaishnavi Nerella,100,1,copied:vms,1.7
backend/services/analytics-service/src/main/java/com/hirepath/analytics/security/filter/JwtAuthenticationFilter.java,java,62,1,61,5,1,broad_catch=1,Ravi-Shankar-ACS,100,1,copied:hirepath,1.6
backend/services/approval-service/src/main/java/com/hirepath/approval/dto/ApprovalRequestSummaryResponse.java,java,167,1,166,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.6
backend/services/approval-service/src/main/java/com/hirepath/approval/security/filter/JwtAuthenticationFilter.java,java,62,1,61,5,1,broad_catch=1,Ravi-Shankar-ACS,100,1,copied:hirepath,1.6
backend/services/crm-service/src/main/java/com/fawnix/crm/contact/entity/LeadContactRecordingEntity.java,java,161,1,160,0,0,,Chaitanya2872,100,1,authored,1.6
backend/services/crm-service/src/main/java/com/fawnix/crm/integrations/meta/MetaIntegrationTestService.java,java,82,2,83,3,1,broad_catch=1,Chaitanya2872,100,1,authored,1.6
backend/services/crm-service/src/main/java/com/fawnix/crm/security/filter/JwtAuthenticationFilter.java,java,62,1,61,5,1,broad_catch=1,Chaitanya2872,100,1,authored,1.6
backend/services/forms-service/src/main/java/com/hirepath/forms/security/filter/JwtAuthenticationFilter.java,java,62,1,61,5,1,broad_catch=1,Ravi-Shankar-ACS,100,1,copied:hirepath,1.6
backend/services/identity-service/src/main/java/com/fawnix/identity/security/jwt/JwtService.java,java,84,2,83,2,1,suppress=1,Chaitanya2872,100,1,authored,1.6
backend/services/integration-service/src/main/java/com/hirepath/integration/security/filter/JwtAuthenticationFilter.java,java,62,1,61,5,1,broad_catch=1,Ravi-Shankar-ACS,100,1,copied:hirepath,1.6
backend/services/inventory-service/src/main/java/com/fawnix/inventory/reservations/service/InventoryReservationService.java,java,123,2,122,6,0,,Chaitanya2872,100,1,authored,1.6
backend/services/inventory-service/src/main/java/com/fawnix/inventory/security/filter/JwtAuthenticationFilter.java,java,62,1,61,5,1,broad_catch=1,Chaitanya2872,100,1,authored,1.6
backend/services/inventory-service/src/main/java/com/fawnix/inventory/transactions/entity/StockTransactionEntity.java,java,167,1,166,0,0,,Chaitanya2872,100,1,authored,1.6
backend/services/notifications-service/src/main/java/com/hirepath/notifications/security/filter/JwtAuthenticationFilter.java,java,62,1,61,5,1,broad_catch=1,Ravi-Shankar-ACS,100,1,copied:hirepath,1.6
backend/services/org-service/src/main/java/com/hirepath/org/security/filter/JwtAuthenticationFilter.java,java,62,1,61,5,1,broad_catch=1,Ravi-Shankar-ACS,100,1,copied:hirepath,1.6
backend/services/procurement-service/src/main/java/com/fawnix/procurement/security/filter/JwtAuthenticationFilter.java,java,58,1,57,5,1,broad_catch=1,Chaitanya2872,100,1,authored,1.6
backend/services/procurement-service/src/main/resources/db/migration/V8__add_pr_budget_priority_and_tax_fields.sql,sql,33,1,32,17,0,,Chaitanya2872,100,1,authored,1.6
backend/services/project-service/src/main/java/com/fawnix/project/security/filter/JwtAuthenticationFilter.java,java,61,1,60,5,1,broad_catch=1,Chaitanya2872,100,1,authored,1.6
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/client/dto/FormDetailResponse.java,java,169,2,168,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.6
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/security/filter/JwtAuthenticationFilter.java,java,62,1,61,5,1,broad_catch=1,Ravi-Shankar-ACS,100,1,copied:hirepath,1.6
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/util/UserContext.java,java,73,1,72,12,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.6
backend/services/sales-service/src/main/java/com/fawnix/sales/reports/service/SalesReportService.java,java,96,1,95,9,0,,Chaitanya2872,100,1,authored,1.6
backend/services/sales-service/src/main/java/com/fawnix/sales/security/filter/JwtAuthenticationFilter.java,java,62,1,61,5,1,broad_catch=1,Chaitanya2872,100,1,authored,1.6
backend/services/task-service/src/main/java/com/hirepath/task/security/filter/JwtAuthenticationFilter.java,java,61,1,60,5,1,broad_catch=1,Chaitanya2872,100,1,copied:hirepath,1.6
backend/src/main/java/com/fawnix/verse/security/filter/JwtAuthenticationFilter.java,java,62,2,81,5,1,broad_catch=1,Chaitanya2872,100,1,dead:legacy-monolith,1.6
src/modules/org/setup/SetupUsersPage.tsx,tsx,126,1,125,5,0,,Ravi-Shankar-ACS,100,1,authored,1.6
src/modules/sales/orders/api.ts,ts,160,5,163,0,0,,Chaitanya2872,100,1,authored,1.6
src/modules/users/PermissionSelector.tsx,tsx,90,2,175,0,1,nonnull=1,Vaishnavi Nerella,64,2,authored,1.6
backend/services/approval-service/src/main/java/com/hirepath/approval/controller/ApprovalFlowController.java,java,94,3,243,5,0,,Ravi-Shankar-ACS,98,2,copied:hirepath,1.5
backend/services/crm-service/src/main/java/com/fawnix/crm/accounts/service/AccountService.java,java,112,1,111,6,0,,Chaitanya2872,100,1,authored,1.5
backend/services/crm-service/src/main/java/com/fawnix/crm/deals/entity/DealEntity.java,java,158,1,157,0,0,,Chaitanya2872,100,1,authored,1.5
backend/services/crm-service/src/main/java/com/fawnix/crm/integrations/whatsapp/WhatsappIntegrationSettingsEntity.java,java,157,2,156,0,0,,Chaitanya2872,100,1,authored,1.5
backend/services/crm-service/src/main/java/com/fawnix/crm/integrations/whatsapp/WhatsappIntegrationTestService.java,java,71,2,72,3,1,broad_catch=1,Chaitanya2872,100,1,authored,1.5
backend/services/forms-service/src/main/java/com/hirepath/forms/client/dto/NotificationEventRequest.java,java,155,1,154,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.5
backend/services/procurement-service/src/main/java/com/fawnix/procurement/domain/PurchaseRequisitionItem.java,java,150,3,153,0,0,,Chaitanya2872,100,1,authored,1.5
backend/services/procurement-service/src/main/java/com/fawnix/procurement/domain/VendorAddress.java,java,152,1,151,0,0,,Chaitanya2872,100,1,authored,1.5
backend/services/procurement-service/src/main/resources/db/migration/V2__create_procurement_schema.sql,sql,159,1,158,0,0,,Chaitanya2872,100,1,authored,1.5
backend/services/sales-service/src/main/java/com/fawnix/sales/orders/entity/SalesOrderItemEntity.java,java,150,1,149,0,0,,Chaitanya2872,100,1,authored,1.5
backend/services/sales-service/src/main/java/com/fawnix/sales/quotes/entity/QuoteLineItemEntity.java,java,150,2,149,0,0,,Chaitanya2872,100,1,authored,1.5
src/modules/project-management/pages/DashboardPage.tsx,tsx,154,1,153,0,0,,Chaitanya2872,100,1,authored,1.5
backend/services/crm-service/src/main/java/com/fawnix/crm/integrations/meta/MetaIntegrationSettingsService.java,java,83,1,82,8,0,,Chaitanya2872,100,1,authored,1.4
backend/services/crm-service/src/main/java/com/fawnix/crm/leads/service/IdentityUserClient.java,java,109,3,112,5,0,,Chaitanya2872,100,1,authored,1.4
backend/services/identity-service/src/main/java/com/fawnix/identity/access/entity/AccessRequestEntity.java,java,148,2,147,0,0,,Chaitanya2872,100,1,authored,1.4
backend/services/procurement-service/src/main/java/com/fawnix/procurement/controller/PurchaseRequisitionController.java,java,146,3,147,0,0,,Chaitanya2872,100,1,authored,1.4
backend/services/procurement-service/src/main/java/com/fawnix/procurement/domain/VendorContactPerson.java,java,149,1,148,0,0,,Chaitanya2872,100,1,authored,1.4
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/InterviewFeedback.java,java,144,1,143,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.4
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/dto/HiringRequestCreateRequest.java,java,148,1,147,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.4
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/service/RecruitmentEventService.java,java,69,1,68,2,1,broad_catch=1,Ravi-Shankar-ACS,100,1,copied:hirepath,1.4
backend/services/sales-service/src/main/java/com/fawnix/sales/quotes/dto/QuoteDtos.java,java,149,2,148,0,0,,Chaitanya2872,100,1,authored,1.4
backend/src/main/java/com/fawnix/verse/leads/dto/LeadDtos.java,java,147,1,146,0,0,,Chaitanya2872,100,1,dead:legacy-monolith,1.4
src/components/ui/sheet.tsx,tsx,139,1,138,0,0,,Vaishnavi Nerella,100,1,generated:shadcn,1.4
src/modules/forms/FormTemplatesPage.tsx,tsx,126,2,127,3,0,,Ravi-Shankar-ACS,100,1,authored,1.4
src/modules/integrations/CalendarIntegrationsPage.tsx,tsx,88,1,87,7,0,,Ravi-Shankar-ACS,100,1,authored,1.4
src/modules/org/organization/OrganizationVacanciesPage.tsx,tsx,108,1,107,5,0,,Ravi-Shankar-ACS,100,1,authored,1.4
src/modules/project-management/pages/DocumentsPage.tsx,tsx,102,1,101,5,0,,Chaitanya2872,100,1,authored,1.4
backend/services/approval-service/src/main/java/com/hirepath/approval/controller/InternalApprovalsController.java,java,100,1,99,4,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.3
backend/services/crm-service/src/main/java/com/fawnix/crm/integrations/whatsapp/WhatsappIntegrationSettingsController.java,java,131,2,130,1,0,,Chaitanya2872,100,1,authored,1.3
backend/services/crm-service/src/main/java/com/fawnix/crm/leads/service/LeadNotificationStreamService.java,java,58,2,57,2,1,broad_catch=1,Chaitanya2872,100,1,authored,1.3
backend/services/crm-service/src/main/java/com/fawnix/crm/security/service/LeadSecurityService.java,java,53,3,64,10,0,,Chaitanya2872,100,1,authored,1.3
backend/services/forms-service/src/main/java/com/hirepath/forms/domain/ApplicationFormField.java,java,138,1,137,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.3
backend/services/forms-service/src/main/java/com/hirepath/forms/dto/InternalFormSubmissionRequest.java,java,129,1,128,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.3
backend/services/forms-service/src/main/resources/db/migration/V1__create_forms_schema.sql,sql,75,1,74,8,0,,Ravi-Shankar-ACS,100,1,authored,1.3
backend/services/identity-service/src/main/java/com/fawnix/identity/auth/entity/RoleEntity.java,java,138,2,139,0,0,,Chaitanya2872,100,1,authored,1.3
backend/services/integration-service/src/main/java/com/hirepath/integration/domain/PortalCredential.java,java,131,1,130,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.3
backend/services/notifications-service/src/main/java/com/hirepath/notifications/domain/NotificationOutbox.java,java,133,1,132,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.3
backend/services/notifications-service/src/main/java/com/hirepath/notifications/domain/NotificationTemplate.java,java,136,1,135,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.3
backend/services/procurement-service/src/main/java/com/fawnix/procurement/domain/PurchaseOrderItem.java,java,128,2,131,0,0,,Chaitanya2872,100,1,authored,1.3
backend/services/procurement-service/src/main/java/com/fawnix/procurement/domain/VendorBankAccount.java,java,130,1,129,0,0,,Chaitanya2872,100,1,authored,1.3
backend/services/procurement-service/src/main/java/com/fawnix/procurement/service/GoodsReceiptService.java,java,91,1,90,5,0,,Chaitanya2872,100,1,authored,1.3
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/client/dto/InternalFormSubmissionRequest.java,java,129,1,128,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.3
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/dto/InterviewCreateRequest.java,java,132,1,131,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.3
backend/services/sales-service/src/main/java/com/fawnix/sales/invoices/entity/SalesInvoiceEntity.java,java,135,1,134,0,0,,Chaitanya2872,100,1,authored,1.3
backend/services/task-service/src/main/resources/db/migration/V1__create_task_management_schema.sql,sql,132,1,131,0,0,,Chaitanya2872,100,1,authored,1.3
backend/src/main/java/com/fawnix/verse/leads/specification/LeadSpecifications.java,java,79,1,78,7,0,,Chaitanya2872,100,1,dead:legacy-monolith,1.3
backend/src/main/java/com/fawnix/verse/users/entity/UserEntity.java,java,135,1,134,0,0,,Chaitanya2872,100,1,dead:legacy-monolith,1.3
src/modules/inventory/export.ts,ts,120,1,119,2,0,,Chaitanya2872,100,1,authored,1.3
src/modules/inventory/layout.tsx,tsx,55,6,136,1,1,use_client=1,Chaitanya2872,60,2,authored,1.3
backend/services/approval-service/src/main/java/com/hirepath/approval/domain/ApprovalAction.java,java,119,1,118,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.2
backend/services/approval-service/src/main/java/com/hirepath/approval/domain/ApprovalFlowStage.java,java,124,2,123,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.2
backend/services/approval-service/src/main/java/com/hirepath/approval/dto/ApprovalRequestCreateRequest.java,java,119,1,118,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.2
backend/services/crm-service/src/main/java/com/fawnix/crm/remarks/entity/LeadRemarkEntity.java,java,120,1,119,0,0,,Chaitanya2872,100,1,authored,1.2
