path,ext,loc,commits,churn,decisions,issues,issue_detail,owner,owner_pct,authors,origin,risk
backend/services/identity-service/src/main/java/com/fawnix/identity/auth/entity/PermissionEntity.java,java,125,1,124,0,0,,Chaitanya2872,100,1,authored,1.2
backend/services/identity-service/src/main/java/com/fawnix/identity/users/controller/UserController.java,java,114,8,187,0,0,,Chaitanya2872,94,2,authored,1.2
backend/services/integration-service/src/main/java/com/hirepath/integration/domain/CalendarConnection.java,java,127,1,126,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.2
backend/services/notifications-service/src/main/java/com/hirepath/notifications/config/NotificationProperties.java,java,123,1,122,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.2
backend/services/notifications-service/src/main/java/com/hirepath/notifications/domain/NotificationAttempt.java,java,123,1,122,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.2
backend/services/notifications-service/src/main/resources/db/migration/V1__create_notifications_schema.sql,sql,127,1,126,0,0,,Ravi-Shankar-ACS,100,1,authored,1.2
backend/services/procurement-service/src/main/java/com/fawnix/procurement/domain/Payment.java,java,121,1,120,0,0,,Chaitanya2872,100,1,authored,1.2
backend/services/procurement-service/src/main/java/com/fawnix/procurement/domain/PurchaseOrder.java,java,122,1,121,0,0,,Chaitanya2872,100,1,authored,1.2
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/client/dto/ApprovalRequestCreateRequest.java,java,119,1,118,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.2
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/ApplicationFormSubmission.java,java,119,1,118,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.2
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/HRScreening.java,java,123,1,122,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.2
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/PostingPlatform.java,java,127,1,126,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.2
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/dto/CandidateCreateRequest.java,java,119,1,118,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.2
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/dto/PositionCreateRequest.java,java,126,1,125,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.2
backend/services/sales-service/src/main/java/com/fawnix/sales/deliveries/entity/SalesDeliveryEntity.java,java,119,1,118,0,0,,Chaitanya2872,100,1,authored,1.2
backend/services/sales-service/src/main/java/com/fawnix/sales/orders/controller/SalesOrderController.java,java,126,2,125,0,0,,Chaitanya2872,100,1,authored,1.2
backend/src/main/java/com/fawnix/verse/auth/service/AuthService.java,java,110,1,109,2,0,,Chaitanya2872,100,1,dead:legacy-monolith,1.2
backend/src/main/java/com/fawnix/verse/leads/controller/LeadController.java,java,127,1,126,0,0,,Chaitanya2872,100,1,dead:legacy-monolith,1.2
backend/src/main/java/com/fawnix/verse/leads/mapper/LeadMapper.java,java,106,1,105,2,0,,Chaitanya2872,100,1,dead:legacy-monolith,1.2
src/components/ui/dialog.tsx,tsx,121,1,120,0,0,,Chaitanya2872,100,1,generated:shadcn,1.2
src/modules/crm/opportunities/hooks.ts,ts,93,3,100,4,0,,Chaitanya2872,100,1,authored,1.2
backend/services/approval-service/src/main/java/com/hirepath/approval/client/dto/SendNotificationRequest.java,java,116,1,115,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.1
backend/services/approval-service/src/main/java/com/hirepath/approval/domain/ApprovalFlow.java,java,116,2,115,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.1
backend/services/approval-service/src/main/java/com/hirepath/approval/dto/ApprovalFlowCreateRequest.java,java,116,2,115,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.1
backend/services/crm-service/src/main/java/com/fawnix/crm/contacts/entity/ContactEntity.java,java,118,1,117,0,0,,Chaitanya2872,100,1,authored,1.1
backend/services/crm-service/src/main/java/com/fawnix/crm/integrations/meta/MetaLeadIngestionEntity.java,java,113,1,112,0,0,,Chaitanya2872,100,1,authored,1.1
backend/services/crm-service/src/main/java/com/fawnix/crm/leads/entity/LeadStatusHistoryEntity.java,java,110,2,109,0,0,,Chaitanya2872,100,1,authored,1.1
backend/services/identity-service/src/main/java/com/fawnix/identity/access/controller/AccessRequestController.java,java,96,5,129,1,0,,Chaitanya2872,100,1,authored,1.1
backend/services/identity-service/src/main/java/com/fawnix/identity/security/config/SecurityConfig.java,java,112,5,117,0,0,,Chaitanya2872,100,1,authored,1.1
backend/services/integration-service/src/main/java/com/hirepath/integration/dto/CalendarEventRequest.java,java,110,1,109,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.1
backend/services/notifications-service/src/main/java/com/hirepath/notifications/domain/NotificationPreference.java,java,116,1,115,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.1
backend/services/notifications-service/src/main/java/com/hirepath/notifications/domain/NotificationRecipient.java,java,110,1,109,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.1
backend/services/notifications-service/src/main/java/com/hirepath/notifications/dto/SendNotificationRequest.java,java,116,1,115,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.1
backend/services/notifications-service/src/main/java/com/hirepath/notifications/service/OutboxStreamListener.java,java,35,1,34,2,1,broad_catch=1,Ravi-Shankar-ACS,100,1,copied:hirepath,1.1
backend/services/procurement-service/src/main/java/com/fawnix/procurement/domain/ApprovalLog.java,java,109,1,108,0,0,,Chaitanya2872,100,1,authored,1.1
backend/services/procurement-service/src/main/java/com/fawnix/procurement/domain/Invoice.java,java,111,1,110,0,0,,Chaitanya2872,100,1,authored,1.1
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/client/dto/CalendarEventRequest.java,java,110,1,109,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.1
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/client/dto/SendNotificationRequest.java,java,116,1,115,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.1
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/ApplicationDecision.java,java,113,1,112,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.1
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/Approval.java,java,114,1,113,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.1
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/InterviewRoundConfigEntity.java,java,109,1,108,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.1
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/dto/PositionUpdateRequest.java,java,117,1,116,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.1
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/service/StorageService.java,java,67,1,66,6,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.1
backend/services/sales-service/src/main/resources/db/migration/V6__create_sales_deliveries_and_invoices.sql,sql,57,1,56,8,0,,Chaitanya2872,100,1,authored,1.1
backend/services/task-service/src/main/java/com/hirepath/task/common/exception/GlobalExceptionHandler.java,java,109,1,108,1,0,,Chaitanya2872,100,1,copied:hirepath,1.1
backend/src/main/java/com/fawnix/verse/remarks/entity/LeadRemarkEntity.java,java,108,1,107,0,0,,Chaitanya2872,100,1,dead:legacy-monolith,1.1
src/modules/crm/opportunities/api.ts,ts,72,2,71,6,0,,Chaitanya2872,100,1,authored,1.1
src/modules/org/organization/OrganizationChartPage.tsx,tsx,79,1,78,4,0,,Ravi-Shankar-ACS,100,1,authored,1.1
src/modules/org/setup/SetupCompanyPage.tsx,tsx,68,1,67,6,0,,Ravi-Shankar-ACS,100,1,authored,1.1
src/modules/sales/types.ts,ts,114,3,113,0,0,,Chaitanya2872,100,1,authored,1.1
src/modules/visitor management/components/vms/StatusPill.tsx,tsx,48,1,47,9,0,,Vaishnavi Nerella,100,1,copied:vms,1.1
src/modules/visitor management/utils/visitorUtils.ts,ts,34,1,33,10,0,,Vaishnavi Nerella,100,1,copied:vms,1.1
backend/platform/api-gateway/src/main/java/com/fawnix/gateway/security/GatewayAuthenticationFilter.java,java,69,5,68,5,0,,Chaitanya2872,100,1,authored,1.0
backend/services/crm-service/src/main/java/com/fawnix/crm/accounts/entity/AccountEntity.java,java,102,1,101,0,0,,Chaitanya2872,100,1,authored,1.0
backend/services/crm-service/src/main/java/com/fawnix/crm/activities/entity/LeadActivityEntity.java,java,99,1,98,0,0,,Chaitanya2872,100,1,authored,1.0
backend/services/crm-service/src/main/java/com/fawnix/crm/integrations/meta/MetaIntegrationSettingsController.java,java,101,2,108,0,0,,Chaitanya2872,100,1,authored,1.0
backend/services/crm-service/src/main/java/com/fawnix/crm/leads/scheduler/LeadFollowUpReminderScheduler.java,java,76,3,79,3,0,,Chaitanya2872,100,1,authored,1.0
backend/services/forms-service/src/main/java/com/hirepath/forms/dto/FormCreateRequest.java,java,101,1,100,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.0
backend/services/forms-service/src/main/java/com/hirepath/forms/dto/FormUpdateRequest.java,java,101,1,100,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.0
backend/services/identity-service/src/main/java/com/fawnix/identity/auth/entity/RefreshTokenEntity.java,java,104,1,103,0,0,,Chaitanya2872,100,1,authored,1.0
backend/services/identity-service/src/main/java/com/fawnix/identity/common/config/DataSeeder.java,java,75,9,246,1,0,,Chaitanya2872,97,2,authored,1.0
backend/services/integration-service/src/main/java/com/hirepath/integration/dto/CalendarEventUpdateRequest.java,java,101,1,100,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.0
backend/services/integration-service/src/main/java/com/hirepath/integration/dto/PortalCredentialResponse.java,java,105,1,104,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.0
backend/services/inventory-service/src/main/java/com/fawnix/inventory/products/specification/ProductSpecifications.java,java,45,2,44,7,0,,Chaitanya2872,100,1,authored,1.0
backend/services/org-service/src/main/java/com/hirepath/org/domain/OrgNode.java,java,98,1,97,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.0
backend/services/org-service/src/main/java/com/hirepath/org/domain/Vacancy.java,java,100,1,99,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.0
backend/services/procurement-service/src/main/java/com/fawnix/procurement/controller/VendorController.java,java,105,2,106,0,0,,Chaitanya2872,100,1,authored,1.0
backend/services/procurement-service/src/main/java/com/fawnix/procurement/domain/GoodsReceipt.java,java,98,1,97,0,0,,Chaitanya2872,100,1,authored,1.0
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/client/dto/ApprovalFlowResponse.java,java,105,1,104,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.0
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/client/dto/CalendarEventUpdateRequest.java,java,101,1,100,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.0
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/EvaluationScore.java,java,99,1,98,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,1.0
backend/services/sales-service/src/main/java/com/fawnix/sales/integration/inventory/InventoryReservationClient.java,java,103,2,102,0,0,,Chaitanya2872,100,1,authored,1.0
backend/services/sales-service/src/main/resources/db/migration/V4__create_sales_orders.sql,sql,48,1,47,7,0,,Chaitanya2872,100,1,authored,1.0
backend/src/main/java/com/fawnix/verse/auth/entity/RefreshTokenEntity.java,java,104,1,103,0,0,,Chaitanya2872,100,1,dead:legacy-monolith,1.0
backend/src/main/java/com/fawnix/verse/common/exception/GlobalExceptionHandler.java,java,92,1,91,1,0,,Chaitanya2872,100,1,dead:legacy-monolith,1.0
backend/src/main/java/com/fawnix/verse/security/config/SecurityConfig.java,java,100,1,99,0,0,,Chaitanya2872,100,1,dead:legacy-monolith,1.0
src/modules/crm/accounts/api.ts,ts,60,1,59,5,0,,Chaitanya2872,100,1,authored,1.0
src/modules/crm/contacts/api.ts,ts,61,1,60,5,0,,Chaitanya2872,100,1,authored,1.0
src/modules/crm/leads/layout.tsx,tsx,34,1,34,1,1,use_client=1,Chaitanya2872,100,1,authored,1.0
src/modules/integrations/hooks.ts,ts,82,4,89,2,0,,Chaitanya2872,100,1,authored,1.0
src/modules/org/setup/SetupEmployeesPage.tsx,tsx,91,1,90,2,0,,Ravi-Shankar-ACS,100,1,authored,1.0
src/modules/project-management/components/common.tsx,tsx,70,2,73,4,0,,Praveen,97,2,authored,1.0
src/modules/project-management/shared.tsx,tsx,91,1,90,1,0,,Chaitanya2872,100,1,authored,1.0
src/modules/visitor management/components/layout/Header.tsx,tsx,62,3,97,5,0,,Vaishnavi Nerella,100,1,copied:vms,1.0
src/modules/visitor management/pages/VisitorHistory/VisitorHistory.tsx,tsx,77,1,76,4,0,,Vaishnavi Nerella,100,1,copied:vms,1.0
src/modules/visitor management/routes/AppRoutes.tsx,tsx,68,4,185,2,0,,Vaishnavi Nerella,100,1,copied:vms,1.0
backend/services/crm-service/src/main/java/com/fawnix/crm/integrations/meta/MetaLeadWebhookController.java,java,65,4,70,3,0,,Chaitanya2872,100,1,authored,0.9
backend/services/crm-service/src/main/java/com/fawnix/crm/reports/dto/ReportDtos.java,java,91,2,92,0,0,,Chaitanya2872,100,1,authored,0.9
backend/services/crm-service/src/main/java/com/fawnix/crm/security/service/AppUserDetails.java,java,87,2,90,0,0,,Chaitanya2872,100,1,authored,0.9
backend/services/forms-service/src/main/java/com/hirepath/forms/controller/InternalFormsController.java,java,75,2,76,2,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.9
backend/services/forms-service/src/main/java/com/hirepath/forms/domain/ApplicationFormSubmissionResponse.java,java,92,1,91,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.9
backend/services/forms-service/src/main/java/com/hirepath/forms/domain/ApplicationFormTemplate.java,java,92,1,91,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.9
backend/services/identity-service/src/main/java/com/fawnix/identity/users/controller/InternalUserController.java,java,82,3,81,1,0,,Chaitanya2872,89,2,authored,0.9
backend/services/identity-service/src/main/java/com/fawnix/identity/users/dto/UserDtos.java,java,96,5,99,0,0,,Chaitanya2872,95,2,authored,0.9
backend/services/inventory-service/src/main/java/com/fawnix/inventory/products/dto/ProductDtos.java,java,94,2,97,0,0,,Chaitanya2872,100,1,authored,0.9
backend/services/inventory-service/src/main/java/com/fawnix/inventory/reservations/dto/InventoryReservationDtos.java,java,97,2,96,0,0,,Chaitanya2872,100,1,authored,0.9
backend/services/inventory-service/src/main/java/com/fawnix/inventory/warehouses/dto/WarehouseDtos.java,java,91,1,90,0,0,,Vaishnavi Nerella,100,1,authored,0.9
backend/services/inventory-service/src/main/resources/db/migration/V2__create_inventory_schema.sql,sql,42,1,41,7,0,,Chaitanya2872,100,1,authored,0.9
backend/services/notifications-service/src/main/java/com/hirepath/notifications/domain/NotificationSubscription.java,java,94,1,93,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.9
backend/services/notifications-service/src/main/java/com/hirepath/notifications/service/NotificationSseHub.java,java,58,1,57,5,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.9
backend/services/org-service/src/main/java/com/hirepath/org/domain/CompanyProfile.java,java,88,1,87,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.9
backend/services/procurement-service/src/main/java/com/fawnix/procurement/domain/ApprovalStep.java,java,95,1,94,0,0,,Chaitanya2872,100,1,authored,0.9
backend/services/procurement-service/src/main/java/com/fawnix/procurement/domain/PurchaseRequisitionDocument.java,java,97,1,96,0,0,,Chaitanya2872,100,1,authored,0.9
backend/services/project-service/src/main/java/com/fawnix/project/meetings/dto/ProjectMeetingDtos.java,java,96,1,95,0,0,,Vaishnavi Nerella,100,1,authored,0.9
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/OfferApproval.java,java,94,1,93,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.9
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/PipelineHistory.java,java,90,1,89,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.9
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/PipelineStage.java,java,88,1,87,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.9
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/domain/RecruitmentAuditLog.java,java,93,1,92,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.9
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/dto/InterviewFeedbackRequest.java,java,91,1,90,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.9
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/dto/OfferCreateRequest.java,java,91,1,90,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.9
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/dto/PostingCreateRequest.java,java,92,1,91,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.9
backend/services/sales-service/src/main/java/com/fawnix/sales/payments/entity/SalesPaymentEntity.java,java,90,1,89,0,0,,Chaitanya2872,100,1,authored,0.9
backend/services/sales-service/src/main/java/com/fawnix/sales/quotes/controller/QuoteController.java,java,94,2,95,0,0,,Chaitanya2872,100,1,authored,0.9
backend/services/sales-service/src/main/java/com/fawnix/sales/returns/entity/SalesReturnEntity.java,java,94,1,93,0,0,,Chaitanya2872,100,1,authored,0.9
backend/services/task-service/src/main/java/com/hirepath/task/tasks/domain/TaskSpaceInvitationEntity.java,java,92,2,91,0,0,,Chaitanya2872,100,1,copied:hirepath,0.9
backend/src/main/java/com/fawnix/verse/activities/entity/LeadActivityEntity.java,java,93,1,92,0,0,,Chaitanya2872,100,1,dead:legacy-monolith,0.9
backend/src/main/java/com/fawnix/verse/security/service/AppUserDetails.java,java,94,2,121,0,0,,Chaitanya2872,100,1,dead:legacy-monolith,0.9
src/modules/org/organization/OrganizationHierarchyPage.tsx,tsx,66,1,65,3,0,,Ravi-Shankar-ACS,100,1,authored,0.9
src/modules/org/setup/SetupActivatePage.tsx,tsx,67,1,66,3,0,,Ravi-Shankar-ACS,100,1,authored,0.9
src/modules/org/setup/SetupWizardPage.tsx,tsx,72,1,71,3,0,,Ravi-Shankar-ACS,100,1,authored,0.9
src/modules/visitor management/components/vms/VmsPage.tsx,tsx,92,1,91,0,0,,Vaishnavi Nerella,100,1,copied:vms,0.9
backend/services/analytics-service/src/main/java/com/hirepath/analytics/security/service/AppUserDetails.java,java,87,1,86,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/approval-service/src/main/java/com/hirepath/approval/domain/ApprovalRequestAssignment.java,java,86,1,85,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/approval-service/src/main/java/com/hirepath/approval/security/service/AppUserDetails.java,java,87,1,86,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/crm-service/src/main/java/com/fawnix/crm/contact/config/SpeechToTextProperties.java,java,81,1,80,0,0,,Chaitanya2872,100,1,authored,0.8
backend/services/crm-service/src/main/java/com/fawnix/crm/deals/dto/DealDtos.java,java,84,1,83,0,0,,Chaitanya2872,100,1,authored,0.8
backend/services/crm-service/src/main/java/com/fawnix/crm/integrations/meta/MetaIntegrationSettingsEntity.java,java,80,1,79,0,0,,Chaitanya2872,100,1,authored,0.8
backend/services/crm-service/src/main/java/com/fawnix/crm/integrations/whatsapp/WhatsappWebhookController.java,java,56,1,55,3,0,,Chaitanya2872,100,1,authored,0.8
backend/services/crm-service/src/main/java/com/fawnix/crm/remarks/entity/LeadRemarkVersionEntity.java,java,84,1,83,0,0,,Chaitanya2872,100,1,authored,0.8
backend/services/crm-service/src/main/java/com/fawnix/crm/storage/config/ObjectStorageProperties.java,java,81,1,80,0,0,,Chaitanya2872,100,1,authored,0.8
backend/services/forms-service/src/main/java/com/hirepath/forms/domain/ApplicationFormCollection.java,java,86,1,85,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/forms-service/src/main/java/com/hirepath/forms/security/service/AppUserDetails.java,java,87,1,86,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/identity-service/src/main/java/com/fawnix/identity/auth/controller/FawnixOtpAuthController.java,java,63,2,62,3,0,,Chaitanya2872,100,1,authored,0.8
backend/services/identity-service/src/main/java/com/fawnix/identity/security/service/AppUserDetails.java,java,86,3,93,0,0,,Chaitanya2872,100,1,authored,0.8
backend/services/integration-service/src/main/java/com/hirepath/integration/controller/CalendarConnectionController.java,java,57,1,56,4,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/integration-service/src/main/java/com/hirepath/integration/controller/CalendarOAuthController.java,java,63,1,62,3,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/integration-service/src/main/java/com/hirepath/integration/dto/PortalCredentialRequest.java,java,83,1,82,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/integration-service/src/main/java/com/hirepath/integration/dto/PublishPostingResponse.java,java,85,1,84,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/integration-service/src/main/java/com/hirepath/integration/security/service/AppUserDetails.java,java,87,1,86,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/inventory-service/src/main/java/com/fawnix/inventory/security/service/AppUserDetails.java,java,87,1,86,0,0,,Chaitanya2872,100,1,authored,0.8
backend/services/notifications-service/src/main/java/com/hirepath/notifications/dto/TemplateUpsertRequest.java,java,79,1,78,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/notifications-service/src/main/java/com/hirepath/notifications/security/service/AppUserDetails.java,java,87,1,86,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/org-service/src/main/java/com/hirepath/org/domain/Policy.java,java,79,1,78,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/org-service/src/main/java/com/hirepath/org/domain/SetupEmployee.java,java,87,1,86,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/org-service/src/main/java/com/hirepath/org/security/service/AppUserDetails.java,java,87,1,86,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/procurement-service/src/main/java/com/fawnix/procurement/domain/VendorDocument.java,java,86,1,85,0,0,,Chaitanya2872,100,1,authored,0.8
backend/services/procurement-service/src/main/java/com/fawnix/procurement/security/jwt/ServiceJwtProvider.java,java,55,1,54,3,0,,Chaitanya2872,100,1,authored,0.8
backend/services/procurement-service/src/main/java/com/fawnix/procurement/security/service/AppUserDetails.java,java,87,1,86,0,0,,Chaitanya2872,100,1,authored,0.8
backend/services/project-service/src/main/java/com/fawnix/project/projects/dto/ProjectDtos.java,java,76,3,111,0,0,,Chaitanya2872,100,1,authored,0.8
backend/services/project-service/src/main/java/com/fawnix/project/security/service/AppUserDetails.java,java,87,1,86,0,0,,Chaitanya2872,100,1,authored,0.8
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/controller/InternalIntakeController.java,java,51,1,50,4,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/dto/InterviewRoundConfigRequest.java,java,82,1,81,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/dto/PostingUpdateRequest.java,java,83,1,82,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/security/service/AppUserDetails.java,java,87,1,86,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/recruitment-service/src/main/java/com/hirepath/recruitment/util/PublicFormRateLimiter.java,java,69,1,68,2,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.8
backend/services/sales-service/src/main/java/com/fawnix/sales/orders/entity/SalesOrderApprovalRuleEntity.java,java,81,1,80,0,0,,Chaitanya2872,100,1,authored,0.8
backend/services/sales-service/src/main/java/com/fawnix/sales/security/service/AppUserDetails.java,java,87,1,86,0,0,,Chaitanya2872,100,1,authored,0.8
backend/services/sales-service/src/main/resources/db/migration/V2__create_sales_quotes.sql,sql,48,1,0,6,0,,Chaitanya2872,0,1,authored,0.8
backend/services/task-service/src/main/java/com/hirepath/task/security/service/AppUserDetails.java,java,87,1,86,0,0,,Chaitanya2872,100,1,copied:hirepath,0.8
backend/services/task-service/src/main/java/com/hirepath/task/tasks/domain/TaskSpaceMemberEntity.java,java,86,2,85,0,0,,Chaitanya2872,100,1,copied:hirepath,0.8
backend/services/task-service/src/main/java/com/hirepath/task/tasks/service/TaskSpaceStreamService.java,java,56,1,55,4,0,,Chaitanya2872,100,1,copied:hirepath,0.8
backend/services/task-service/src/main/resources/db/migration/V2__add_task_hierarchy_support.sql,sql,16,1,15,9,0,,Chaitanya2872,100,1,authored,0.8
backend/src/main/java/com/fawnix/verse/remarks/entity/LeadRemarkVersionEntity.java,java,78,1,77,0,0,,Chaitanya2872,100,1,dead:legacy-monolith,0.8
src/lib/utils.ts,ts,79,4,78,0,0,,Ravi-Shankar-ACS,92,2,authored,0.8
src/modules/project-management/context.tsx,tsx,71,1,70,1,0,,Chaitanya2872,100,1,authored,0.8
src/modules/sales/hooks.ts,ts,83,2,82,0,0,,Chaitanya2872,100,1,authored,0.8
src/modules/visitor management/components/common/StatusBadge.tsx,tsx,35,1,34,6,0,,Vaishnavi Nerella,100,1,copied:vms,0.8
src/modules/visitor management/components/layout/Sidebar.tsx,tsx,70,3,95,1,0,,Vaishnavi Nerella,100,1,copied:vms,0.8
backend/services/approval-service/src/main/java/com/hirepath/approval/service/ApprovalOverdueService.java,java,48,1,47,3,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.7
backend/services/crm-service/src/main/java/com/fawnix/crm/accounts/controller/AccountController.java,java,71,1,70,0,0,,Chaitanya2872,100,1,authored,0.7
backend/services/crm-service/src/main/java/com/fawnix/crm/contacts/controller/ContactController.java,java,69,1,68,0,0,,Chaitanya2872,100,1,authored,0.7
backend/services/crm-service/src/main/java/com/fawnix/crm/deals/controller/DealController.java,java,77,1,76,0,0,,Chaitanya2872,100,1,authored,0.7
backend/services/crm-service/src/main/java/com/fawnix/crm/deals/specification/DealSpecifications.java,java,34,1,33,5,0,,Chaitanya2872,100,1,authored,0.7
backend/services/crm-service/src/main/java/com/fawnix/crm/leads/entity/LeadTagEntity.java,java,72,1,71,0,0,,Chaitanya2872,100,1,authored,0.7
backend/services/crm-service/src/main/java/com/fawnix/crm/remarks/service/LeadRemarkService.java,java,72,1,71,0,0,,Chaitanya2872,100,1,authored,0.7
backend/services/crm-service/src/main/java/com/fawnix/crm/security/config/SecurityConfig.java,java,67,5,78,0,0,,Chaitanya2872,100,1,authored,0.7
backend/services/forms-service/src/main/java/com/hirepath/forms/domain/ApplicationFormVersion.java,java,73,1,72,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.7
backend/services/forms-service/src/main/java/com/hirepath/forms/domain/FormFieldSnapshot.java,java,71,1,70,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.7
backend/services/forms-service/src/main/java/com/hirepath/forms/dto/FormFieldDto.java,java,74,1,73,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.7
backend/services/forms-service/src/main/java/com/hirepath/forms/dto/LinkCreateRequest.java,java,74,1,73,0,0,,Ravi-Shankar-ACS,100,1,copied:hirepath,0.7
